,key,booktitle,crossref,title,year
1547,issac/EberlyGGSV06,ISSAC,issac/2006,Solving sparse rational linear systems.,2006
1548,issac/LiskaD90,ISSAC,issac/1990,FIDE: a REDUCE package for automation of FInite difference method for solving pDE.,1990
1549,issac/SendraW01,ISSAC,issac/2001,Computation of the degree of rational maps between curves.,2001
1550,issac/KaltofenK06,ISSAC,issac/2006,Finding small degree factors of multivariate supersparse (lacunary) polynomials over algebraic number fields.,2006
1551,issac/Gathen90,ISSAC,issac/1990,Polynomials over Finite Fields with Large Images.,1990
1552,issac/GathenGZ10,ISSAC,issac/2010,Composition collisions and projective polynomials: statement of results.,2010
1553,issac/NeigerRS18,ISSAC,issac/2018,Computing Popov and Hermite Forms of Rectangular Polynomial Matrices.,2018
1554,issac/NeunhofferS06,ISSAC,issac/2006,A data structure for a uniform approach to computations with finite groups.,2006
1555,issac/Lipson76,SYMSACC,issac/1976,Newton's method: a great algebraic algorithm.,1976
1556,issac/BerthomieuL12,ISSAC,issac/2012,Relaxed p-adic Hensel lifting for algebraic systems.,2012
1557,issac/Havas91,ISSAC,issac/1991,Coset Enumeration Strategies.,1991
1558,issac/Traverso88,ISSAC,issac/1988,GrÃ¶bner Trace Algorithms.,1988
1559,issac/ShavlikD86,SYMSAC,issac/1986,Computer understanding and generalization of symbolic mathematical calculations: a case study in physics problem solving.,1986
1560,issac/GrigorievS10,ISSAC,issac/2010,Absolute factoring of non-holonomic ideals in the plane.,2010
1561,issac/MehlhornSW13,ISSAC,issac/2013,From approximate factorization to root isolation.,2013
1562,issac/CaboaraDR96,ISSAC,issac/1996,Multigraded Hilbert Functions and Buchberger Algorithm.,1996
1563,issac/Sorenson95,ISSAC,issac/1995,An Analysis of Lehmer's Euclidean GCD Algorithm.,1995
1564,issac/RegensburgerRM09,ISSAC,issac/2009,A skew polynomial approach to integro-differential operators.,2009
1565,issac/CorlessGHKW01,ISSAC,issac/2001,Towards factoring bivariate approximate polynomials.,2001
1566,issac/Trefethen07,SNC,issac/2007snc,Computing numerically with functions instead of numbers.,2007
1567,issac/ReidLBW92,ISSAC,issac/1992,Algorithmic Determination of Commutation Relations for Lie Symmetry Algebras of PDEs.,1992
1568,issac/Shoup91,ISSAC,issac/1991,A Fast Deterministic Algorithm for Factoring Polynomials over Finite Fields of Small Characteristic.,1991
1569,issac/VakhidovT98,ISSAC,issac/1998,Application of Computer Algebra Methods to the Construction of an Asteroid Motion Theory Based on Lie Transforms.,1998
1570,issac/HumenbergerJK17,ISSAC,issac/2017,Automated Generation of Non-Linear Loop Invariants Utilizing Hypergeometric Sequences.,2017
1571,issac/Stein08,ISSAC,issac/2008,"Can we create a viable free open source alternative to magma, maple, mathematica and matlab?",2008
1572,issac/Levandovskyy12,ISSAC,issac/2012,Elements of computer-algebraic analysis.,2012
1573,issac/Vollmer03,ISSAC,issac/2003,A note on the hermite basis computation of large integer matrices.,2003
1574,issac/ViehmannKA17,SCÂ²@ISSAC,issac/2017sc,Comparing Different Projection Operators in the Cylindrical Algebraic Decomposition for SMT Solving.,2017
1575,issac/Jeffrey93,ISSAC,issac/1993,Integration to Obtain Expressions Valid on Domains of Maximum Extent.,1993
1576,issac/Terui09,ISSAC,issac/2009,An iterative method for calculating approximate GCD of univariate polynomials.,2009
1577,issac/Brown98,ISSAC,issac/1998,Simplification of Truth-Invariant Cylindrical Algebraic Decompositions.,1998
1578,issac/Eberly10,ISSAC,issac/2010,Yet another block Lanczos algorithm: how to simplify the computation and reduce reliance on preconditioners in the small field case.,2010
1579,issac/ImamogluH15,ISSAC,issac/2015,Computing Hypergeometric Solutions of Second Order Linear Differential Equations using Quotients of Formal Solutions.,2015
1580,issac/Jurkovic01,ISSAC,issac/2001,Diagnosing and correcting student's misconceptions in an educational computer algebra system.,2001
1581,issac/GranvilliersMB01,ISSAC,issac/2001,Symbolic-interval cooperation in constraint programming.,2001
1582,issac/Jenks76,SYMSACC,issac/1976,A pattern compiler.,1976
1583,issac/Aparicio-MonforteBSW11,ISSAC,issac/2011,Formal first integrals along solutions of differential systems I.,2011
1584,issac/ElkadiM99,ISSAC,issac/1999,A New Algorithm for the Geometric Decomposition of a Variety.,1999
1585,issac/BarthelsB17,PASCO@ISSAC,issac/2017pasco,Linnea: Compiling Linear Algebra Expressions to High-Performance Code.,2017
1586,issac/EmirisC93,ISSAC,issac/1993,A Practical Method for the Sparse Resultant.,1993
1587,issac/NodaM90,ISSAC,issac/1990,On the Symbolic/Numeric Hybrid Integration.,1990
1588,issac/FengG04,ISSAC,issac/2004,Rational general solutions of algebraic ordinary differential equations.,2004
1589,issac/Petho91,ISSAC,issac/1991,Application of GrÃ¶bner Bases to the Resolution of Systems of Norm Equations.,1991
1590,issac/Zhi14,ISSAC,issac/2014,Symbolic-numeric algorithms for computing validated results.,2014
1591,issac/LairezMD19,ISSAC,issac/2019,Computing the Volume of Compact Semi-Algebraic Sets.,2019
1592,issac/Weber94,ISSAC,issac/1994,Algorithms for Type Inference with Coercions.,1994
1593,issac/Campbell76,SYMSACC,issac/1976,Computational techniques and the structure of groups in a certain class.,1976
1594,issac/GardinC81,SYMSACC,issac/1981,Tracing occurrences of patterns in symbolic computations.,1981
1595,issac/LiH08,ISSAC,issac/2008,"Complex brackets, balanced complex differences, and applications in symbolic geometric computing.",2008
1596,issac/Burton11,ISSAC,issac/2011,Detecting genus in vertex links for the fast enumeration of 3-manifold triangulations.,2011
1597,issac/KaltofenLL00,ISSAC,issac/2000,Early termination in Ben-Or/Tiwari sparse interpolation and a hybrid of Zippel's algorithm.,2000
1598,issac/Barkatou89,ISSAC,issac/1989,On the Reduction of Linear Systems of Difference Equations.,1989
1599,issac/CharR94,ISSAC,issac/1994,Automatic Identification of Time Scales in Enzyme Kinetics Models.,1994
1600,issac/BradfordDEMW13,ISSAC,issac/2013,Cylindrical algebraic decompositions for boolean combinations.,2013
1601,issac/Kirrinnis92,ISSAC,issac/1992,Fast Computation of Numerical Partial Fraction Decompositions and Contour Integrals of Rational Functions.,1992
1602,issac/Schwarz89,ISSAC,issac/1989,A Factorization Algorithm for Linear Ordinary Differential Equations.,1989
1603,issac/KunwarH13,ISSAC,issac/2013,Second order differential equations with hypergeometric solutions of degree three.,2013
1604,issac/KuhnMO90,ISSAC,issac/1990,A Test for lambda-Confluence for Certain Prefix Rewriting Systems with Applications to the Generalized Word Problem.,1990
1605,issac/BrettoGL05,ISSAC,issac/2005,Symmetric and semisymmetric graphs construction using G-graphs.,2005
1606,issac/Miyamoto06,ISSAC,issac/2006,An improvement of GAP normalizer function for permutation groups.,2006
1607,issac/FeoRR19,ISSAC,issac/2019,Standard Lattices of Compatibly Embedded Finite Fields.,2019
1608,issac/Abramov95a,ISSAC,issac/1995,Indefinite Sums of Rational Functions.,1995
1609,issac/ChengL06,ISSAC,issac/2006,On computing polynomial GCDs in alternate bases.,2006
1610,issac/BertheLV16,ISSAC,issac/2016,Analysis of the Brun Gcd Algorithm.,2016
1611,issac/KolmanB76,SYMSACC,issac/1976,Computers in the study of Lie algebras.,1976
1612,issac/ArnoldGR14,ISSAC,issac/2014,Sparse interpolation over finite fields via low-order roots of unity.,2014
1613,issac/HenrionS08,ISSAC,issac/2008,Plane geometry and convexity of polynomial stability regions.,2008
1614,issac/SalemA17,PASCO@ISSAC,issac/2017pasco,Cache-oblivious Matrix Multiplication for Exact TU Factorisation.,2017
1615,issac/DumasKTV16,ISSAC,issac/2016,Linear Time Interactive Certificates for the Minimal Polynomial and the Determinant of a Sparse Matrix.,2016
1616,issac/Harris00,ISSAC,issac/2000,Advanced notations in ,2000
1617,issac/Noro16,ISSAC,issac/2016,System of Partial Differential Equations for the Hypergeometric Function 1F1 of a Matrix Argument on Diagonal Regions.,2016
1618,issac/Zippel81,SYMSACC,issac/1981,Newton's iteration and the sparse Hensel algorithm (Extended Abstract).,1981
1619,issac/MazaX07,PASCO,issac/2007pasco,Component-level parallelization of triangular decompositions.,2007
1620,issac/Rabinowitz89,ISSAC,issac/1989,On the Computer Solution of Symmetric Homogeneous Triangle Inequalities.,1989
1621,issac/AbramovH97,ISSAC,issac/1997,A Method for the Integration of Solutions of Ore Equations.,1997
1622,issac/ChistovIK97,ISSAC,issac/1997,Polynomial Time Algorithms for Modules over Finite Dimensional Algebras.,1997
1623,issac/ArsacDG99,ISSAC,issac/1999,Design of a Customizable Component to Display and Edit Formulas.,1999
1624,issac/BenderFT18,ISSAC,issac/2018,Towards Mixed GrÃ¶bner Basis Algorithms: the Multihomogeneous and Sparse Case.,2018
1625,issac/Abdulrab88,ISSAC,issac/1988,Equations in Words.,1988
1626,issac/LiM07,PASCO,issac/2007pasco,Multithreaded parallel implementation of arithmetic operations modulo a triangular set.,2007
1627,issac/RudenkoLBS91,ISSAC,issac/1991,Application of Computer Algebra to the Investigation of the Orbital Satellite Motion.,1991
1628,issac/BoucherGU03,ISSAC,issac/2003,Fourth order linear differential equations with imprimitive group.,2003
1629,issac/Rioboo02,ISSAC,issac/2002,Towards faster real algebraic numbers.,2002
1630,issac/Brown00,ISSAC,issac/2000,Improved projection for CAD's of R,2000
1631,issac/MadlenerR93,ISSAC,issac/1993,Computing GrÃ¶bner Bases in Monoid and Group Rings.,1993
1632,issac/GiorgiJV03,ISSAC,issac/2003,On the complexity of polynomial matrix computations.,2003
1633,issac/RochV07,PASCO,issac/2007pasco,Probabilistic certification of divide & conquer algorithms on global computing platforms: application to fault-tolerant exact matrix-vector product.,2007
1634,issac/MayrR10,ISSAC,issac/2010,Degree bounds for GrÃ¶bner bases of low-dimensional polynomial ideals.,2010
1635,issac/HovinenE05,ISSAC,issac/2005,A reliable block Lanczos algorithm over small finite fields.,2005
1636,issac/Char90,ISSAC,issac/1990,Progress Report on a System for General-Purpose Parallel Symbolic Algebraic Computation.,1990
1637,issac/Tsarev97,ISSAC,issac/1997,Symbolic Manipulation of Integrodifferential Expressions and Factorization of Linear Ordinary Differential Operators over Transcendental Extensions of a Differential Field.,1997
1638,issac/GuoKZ12,ISSAC,issac/2012,Certificates of impossibility of Hilbert-Artin representations of a given degree for definite polynomials and functions.,2012
1639,issac/Schost02,ISSAC,issac/2002,Degree bounds and lifting techniques for triangular sets.,2002
1640,issac/Shackell88,ISSAC,issac/1988,Asymptotic Estimation of Oscillating Functions Using an Interval Calculus.,1988
1641,issac/MikhalevZ96,ISSAC,issac/1996,Algorithms for Primitive Elements of Free Lie Algebras and Lie Superalgebras.,1996
1642,issac/Santas93,ISSAC,issac/1993,A Type System for Computer Algebra (abstract).,1993
1643,issac/RubioSV06,ISSAC,issac/2006,A note on implicitization and normal parametrization of rational curves.,2006
1644,issac/SottileVV10,ISSAC,issac/2010,Solving schubert problems with Littlewood-Richardson homotopies.,2010
1645,issac/KunkleC07,ISSAC,issac/2007,Twenty-six moves suffice for Rubik's cube.,2007
1646,issac/Villard94,ISSAC,issac/1994,Fast Parallel Computation of the Smith Normal Form of Polynomial Matrices.,1994
1647,issac/KapurLMSW18,ISSAC,issac/2018,An Efficient Algorithm for Computing Parametric Multivariate Polynomial GCD.,2018
1648,issac/Canny88,ISSAC,issac/1988,Generalized Characteristic Polynomials.,1988
1649,issac/McCallumB09,ISSAC,issac/2009,On delineability of varieties in CAD-based quantifier elimination with two equational constraints.,2009
1650,issac/Storjohann09,ISSAC,issac/2009,Integer matrix rank certification.,2009
1651,issac/GuoSZ11,ISSAC,issac/2011,On Rota's problem for linear operators in associative algebras.,2011
1652,issac/MayrR11,ISSAC,issac/2011,Space-efficient GrÃ¶bner basis computation without degree bounds.,2011
1653,issac/FaradzevK91,ISSAC,issac/1991,For Computations with Coherent Configurations.,1991
1654,issac/AntritterL08,ISSAC,issac/2008,Towards a computer algebraic algorithm for flat output determination.,2008
1655,issac/BrownCF88,ISSAC,issac/1988,Solving Permutation Problems Using Rewriting Systems.,1988
1656,issac/Villard96,ISSAC,issac/1996,Computing Popov and Hermite Forms of Polynomial Matrices.,1996
1657,issac/GuoS06,ISSAC,issac/2006,Enumeration of Rota-Baxter words.,2006
1658,issac/McCarron12,ISSAC,issac/2012,Small homogeneous quandles.,2012
1659,issac/HaoKZ16,ISSAC,issac/2016,Numerical Sparsity Determination and Early Termination.,2016
1660,issac/HavasN76,SYMSACC,issac/1976,Collection.,1976
1661,issac/CavinessF76,SYMSACC,issac/1976,Simplification of radical expressions.,1976
1662,issac/ChengZ00,ISSAC,issac/2000,On accelerated methods to evaluate sums of products of rational numbers.,2000
1663,issac/Zima95,ISSAC,issac/1995,Simplification and Optimization Transformations of Chains of Recurrences.,1995
1664,issac/SchenckH81,SYMSACC,issac/1981,Formulation of design rules for NMR imaging coil by using symbolic manipulation.,1981
1665,issac/GustavsonY76,SYMSACC,issac/1976,Arithmetic complexity of unordered sparse polynomials.,1976
1666,issac/Naldi16,ISSAC,issac/2016,Solving Rank-Constrained Semidefinite Programs in Exact Arithmetic.,2016
1667,issac/ChenJKS13,ISSAC,issac/2013,Desingularization explains order-degree curves for ore operators.,2013
1668,issac/HoevenL17,ISSAC,issac/2017,The Frobenius FFT.,2017
1669,issac/BosmaCM94,ISSAC,issac/1994,Programming with Algebraic Structures: Design of the MAGMA Language.,1994
1670,issac/Bronstein91,ISSAC,issac/1991,The Risch Differential equation on an Algebraic Curve.,1991
1671,issac/Dumas08,ISSAC,issac/2008,Q-adic transform revisited.,2008
1672,issac/Hivert17,PASCO@ISSAC,issac/2017pasco,High Performance Computing Experiments in Enumerative and Algebraic Combinatorics.,2017
1673,issac/Parrilo04,ISSAC,issac/2004,Sums of squares of polynomials and their applications.,2004
1674,issac/Buchberger05,ISSAC,issac/2005,A view on the future of symbolic computation.,2005
1675,issac/CoopermanG01,ISSAC,issac/2001,Scalable parallel coset enumeration using bulk definition.,2001
1676,issac/CollinsA76,SYMSACC,issac/1976,Polynomial real root isolation using Descarte's rule of signs.,1976
1677,issac/Abramov93,ISSAC,issac/1993,On d'Alembert Substitution.,1993
1678,issac/Fernandez-FerreirosGG02,ISSAC,issac/2002,Partial solvability by radicals.,2002
1679,issac/Monagan04,ISSAC,issac/2004,Maximal quotient rational reconstruction: an almost optimal algorithm for rational reconstruction.,2004
1680,issac/Sturm18,ISSAC,issac/2018,"Thirty Years of Virtual Substitution: Foundations, Techniques, Applications.",2018
1681,issac/BoyerDPZ09,ISSAC,issac/2009,Memory efficient scheduling of Strassen-Winograd's matrix multiplication algorithm.,2009
1682,issac/FitchNM86,SYMSAC,issac/1986,Alkahest III: automatic analysis of periodic weakly nonlinear ODEs.,1986
1683,issac/BlankertzGZ12,ISSAC,issac/2012,Compositions and collisions at degree ,2012
1684,issac/Villard11,ISSAC,issac/2011,Recent progress in linear algebra and lattice basis reduction.,2011
1685,issac/MajewskiH95,ISSAC,issac/1995,A Solution to the Extended GCD Problem.,1995
1686,issac/KaltofenY88,ISSAC,issac/1988,Improved Sparse Multivariate Polynomial Interpolation Algorithms.,1988
1687,issac/WuZ08,ISSAC,issac/2008,Computing the multiplicity structure from geometric involutive form.,2008
1688,issac/HoevenL17a,ISSAC,issac/2017,Composition Modulo Powers of Polynomials.,2017
1689,issac/Liu90,ISSAC,issac/1990,An Algorithm for Finding all Isolated Zeros of Polynomial Systems.,1990
1690,issac/Roach96,ISSAC,issac/1996,Hypergeometric Function Representations.,1996
1691,issac/BostanCS15,ISSAC,issac/2015,A Fast Algorithm for Computing the P-curvature.,2015
1692,issac/DahanMSWX05,ISSAC,issac/2005,Lifting techniques for triangular decompositions.,2005
1693,issac/DumasPS09,ISSAC,issac/2009,On finding multiplicities of characteristic polynomial factors of black-box matrices.,2009
1694,issac/Cormier01,ISSAC,issac/2001,On Liouvillian solutions of linear differential equations of order 4 and 5.,2001
