key,title,year,crossref
tcos/YasminS13,Image-Based Virtual Palpation.,2013,tcos/2013-18
tcos/ChaurasiaV11,Conditional Privacy through Ring Signature in Vehicular Ad-hoc Networks.,2011,tcos/2011-13
tcos/RakkayB09,Security Analysis of Role Based Access Control Models Using Colored Petri Nets and CPNtools.,2009,tcos/2009-4
tcos/LiuSSSCI18,NeuroFeedback Training for Enhancement of the Focused Attention Related to Athletic Performance in Elite Rifle Shooters.,2018,tcos/2018-32
tcos/WangYW08,Perspectives on Denotational Mathematics: New Means of Thought.,2008,tcos/2008-2
tcos/Croitoru09,Connecting the Dots: Constructing Spatiotemporal Episodes from Events Schemas.,2009,tcos/2009-6
tcos/JovanovicSO09,Designing Aircraft Cockpit Displays: Borrowing from Multimodal User Interfaces.,2009,tcos/2009-3
tcos/Yanagisawa09,Predictive Indexing for Position Data of Moving Objects in the Real World.,2009,tcos/2009-6
tcos/Aboul-HassanRA10,A Discrete-Time ,2010,tcos/2010-7
tcos/LiuG10,High Quality Visual Hull Reconstruction by Delaunay Refinement.,2010,tcos/2010-9
tcos/KryzhanovskyVSP13,Audio-Adaptive Animation from Still Image.,2013,tcos/2013-19
tcos/Phan12,Data Intensive Distributed Computing in Data Aware Self-organizing Networks.,2012,tcos/2012-15
tcos/UteshevY16,On Maxwell's Conjecture for Coulomb Potential Generated by Point Charges.,2016,tcos/2016-27
tcos/KolingerovaVMF18,Neighbourhood Graphs and Locally Minimal Triangulations.,2018,tcos/2018-33
tcos/TaramelliM09,Detecting Alluvial Fans Using Quantitative Roughness Characterization and Fuzzy Logic Analysis.,2009,tcos/2009-6
tcos/LiuWF08,A General Model for Transforming Vague Sets into Fuzzy Sets.,2008,tcos/2008-2
tcos/BhaumikC09,An Integrated ECC-MAC Based on RS Code.,2009,tcos/2009-4
tcos/StorozhilovaLYS13,2.5D Extension of Neighborhood Filters for Noise Reduction in 3D Medical CT Images.,2013,tcos/2013-19
tcos/Slezak09,Rough Sets and Functional Dependencies in Data: Foundations of Association Reducts.,2009,tcos/2009-5
tcos/DattaCS18,Minimizing Aliasing Effects Using Faster Super Resolution Technique on Text Images.,2018,tcos/2018-31
tcos/ChoudharyK18,A Revamp Approach for Training of HMM to Accelerate Classification of 16S rRNA Gene Sequences.,2018,tcos/2018-33
tcos/Bezdek13,Globally Rigid Ball-Polyhedra in Euclidean 3-Space.,2013,tcos/2013-20
tcos/SeoKCM09,EDAS: Energy and Distance Aware Protocol Based on SPIN for Wireless Sensor Networks.,2009,tcos/2009-6
tcos/GironFU11,Rainfall Distribution Based on a Delaunay Triangulation Method.,2011,tcos/2011-14
tcos/GutierrezVR14,Fast and Stable Deformations Using the Mesh Intersection Algorithm.,2014,tcos/2014-23
tcos/NielsenN11,Skew Jensen-Bregman Voronoi Diagrams.,2011,tcos/2011-14
tcos/SahaKMG13,An Efficient Craziness Based Particle Swarm Optimization Technique for Optimal IIR Filter Design.,2013,tcos/2013-21
tcos/YampolskiyCRG12,Experiments in Artimetrics: Avatar Face Recognition.,2012,tcos/2012-16
tcos/El-TawilA10,Using Homotopy-WHEP Technique in Solving Nonlinear Diffusion Equation with Stochastic No Homogeneity.,2010,tcos/2010-7
tcos/KirillovMK13,Towards Multi-hazard Resilience as a New Engineering Paradigm for Safety and Security Provision of Built Environment.,2013,tcos/2013-18
tcos/BanerjeeBDKMR13,On the Construction of Generalized Voronoi Inverse of a Rectangular Tessellation.,2013,tcos/2013-20
tcos/MatsuiS10,A Comparison of Genotype Representations to Acquire Stock Trading Strategy Using Genetic Algorithms.,2010,tcos/2010-8
tcos/HaukePH11,Group-Agreement as a Reliability Measure for Witness Recommendations in Reputation-Based Trust Protocols.,2011,tcos/2011-12
tcos/KimCKS13,Tunnels and Voids in Molecules via Voronoi Diagrams and Beta-Complexes.,2013,tcos/2013-20
tcos/MohamedA09,Collusion-Resistant Message Authentication in Overlay Multicast Communication.,2009,tcos/2009-4
tcos/Devai18,The Refutation of Amdahl's Law and Its Variants.,2018,tcos/2018-33
tcos/JainBC15,Cluster Head Selection Heuristic Using Weight and Rank in WSN.,2015,tcos/2015-25
tcos/KlimenkoKKNNMT17,Methods of Registration of Weak Radio Signals.,2017,tcos/2017-29
tcos/BhattacharyaG13,DT-RANSAC: A Delaunay Triangulation Based Scheme for Improved RANSAC Feature Matching.,2013,tcos/2013-20
tcos/Mura12,The Advanced Open Metaplastic Platform for Cyber Art.,2012,tcos/2012-16
tcos/RasoolS14,Image-Driven Haptic Rendering.,2014,tcos/2014-23
tcos/Cattani09,Wavelet Based Approach to Fractals and Fractal Signal Denoising.,2009,tcos/2009-6
tcos/GanesanESV13,Multiobjective Optimization of Green Sand Mould System Using Chaotic Differential Evolution.,2013,tcos/2013-21
tcos/PereiraO09,A Hardware Architecture for Integrated-Security Services.,2009,tcos/2009-4
tcos/ChibaAMKM11,Collision Probability in an In-Line Machines Model.,2011,tcos/2011-13
tcos/VinhB08,Formalization of Data Flow Computing and a Coinductive Approach to Verifying Flowware Synthesis.,2008,tcos/2008-1
tedu/LiZ11,Real-Time Implementation for Weighted-Least-Squares-Based Edge-Preserving Decomposition and Its Applications.,2011,tedu/2011-6
tedu/ZhangL12b,Behavioral Traits of the Online Parent-Child Game Players: A Case Study and Its Inspirations.,2012,tedu/2012-8
tedu/JiangNTLLH16,Vertex Mesh Simplification Algorithm Based on Curvature and Distance Metric.,2016,tedu/2016-12
tedu/LiLCD15,3D Objects Feature Extraction and Its Applications: A Survey.,2015,tedu/2015-11
tedu/SatoLMAI08,A Haptic Virtual Environment for Molecular Chemistry Education.,2008,tedu/2008-1
tedu/AiliyaSM10,An Emotional Agent in Virtual Learning Environment.,2010,tedu/2010-4
tedu/ShaoY18,3D Indoor Environment Modeling and Detection of Moving Object and Scene Understanding.,2018,tedu/2018-14
tedu/HeLZ12,A Novel Skeletonization and Animation Approach for Point Models.,2012,tedu/2012-7
tedu/LiWD08,A Pen-Based 3D Role Modeling Tool for Children.,2008,tedu/2008-1
tedu/Shen15,How Can Chinese Teachers Use Multimedia Material in EFL Teaching.,2015,tedu/2015-11
tedu/HsuWH10,Modeling Personalized Learning Styles in a Web-Based Learning System.,2010,tedu/2010-4
tedu/Walton13,Digital Inclusion: Zero to Deuterio Learning and the More Knowing Other.,2013,tedu/2013-10
tedu/ShaoY15,Research of Task Allocation Strategy for Moving Image Matching Based on Multi-agent.,2015,tedu/2015-11
tedu/MerabtiRSDMP08,Interactive Storytelling: Approaches and Techniques to Achieve Dynamic Stories.,2008,tedu/2008-1
tedu/HuangC12,A Modular Image Search Engine Based on Key Words and Color Features.,2012,tedu/2012-8
tedu/Cui16,A Study of Digital Games as a New Media of Cultural Transmission.,2016,tedu/2016-12
tedu/GuerraSF13,Pattern Language for the Internal Structure of Metadata-Based Frameworks.,2013,tplop/2013-3
tedu/FangLYY12,Multiwavelet Video Coding Based on DCT Time Domain Filtering.,2012,tedu/2012-7
tedu/YuY15,An Efficient Local-Recoding k-Anonymization Algorithm Based on Clusterin.,2015,tedu/2015-11
tedu/LiuHLC11,An Emotion Model for Virtual Agents with Evolvable Motivation.,2011,tedu/2011-6
tedu/TatematsuOD15,Detection and Segmentation of Moving Objects from Dynamic RGB and Depth Images.,2015,tedu/2015-11
tedu/LuoZCWL12,Lossless Visible Three-Dimensional Watermark of Digital Elevation Model Data.,2012,tedu/2012-8
tedu/XiaoAC13,A Patch-Based Data Reorganization Method for Coupling Large-Scale Simulations and Parallel Visualization.,2013,tedu/2013-9
tedu/HuZ18,Study of Animation Simulation Technology for Earthquake Escape Education.,2018,tedu/2018-14
tedu/ChelghoumWW17,Design and Simulation of Autonomous Mobile Robots Obstacle Avoidance System.,2017,tedu/2017-13
tedu/ZhangQ15,Determining Knots by Minimizing the Second Derivative.,2015,tedu/2015-11
tedu/KangOW09,Widget-Based Simulator for Testing Smart Space.,2009,tedu/2009-3
tedu/Xiao15,Specifying Efficient Recognizers for Sketch-Based Rendering.,2015,tedu/2015-11
tedu/LinL11,Research and Implementation of the Virtual Exhibit System of Historical Sites Base on Multi-touch Interactive Technology.,2011,tedu/2011-5
tedu/ZengMYSZ15,Interactive Plant Modeling Based on Freehand Sketches.,2015,tedu/2015-11
tedu/NingXZL11,Particle-Based Fracture Simulation on the GPU.,2011,tedu/2011-6
tedu/LiuMGWL16,A Rehabilitation Planning Based on Kinect Somatosensory Recognition and Cloud Computing.,2016,tedu/2016-12
tedu/ChristopoulosMAK13,"Digital Storytelling within Virtual Environments: ""The Battle of Thermopylae"".",2013,tedu/2013-9
tedu/MaoLMT11,Vision-Based Robotic Graphic Programming System.,2011,tedu/2011-5
tedu/SislerB08,Designing an Educational Game: Case Study of 'Europe 2045'.,2008,tedu/2008-1
tedu/HungCFCTT12,Clustering Spatial Data for Aggregate Query Processing in Walkthrough: A Hypergraph Approach.,2012,tedu/2012-7
tedu/ShiratuddinW12,Game Design Considerations When Using Non-touch Based Natural User Interface.,2012,tedu/2012-8
tedu/Berger012,Towards an Open Source Game Engine for Teaching and Research.,2012,tedu/2012-8
tedu/JiangYTLZH15,A Distributed Data Mining System Framework for Mobile Internet Access Log Based on Hadoop.,2015,tedu/2015-11
tedu/LyuGS18,Design and Implementation on Digital Display System of Tang Dynasty Women Costumes.,2018,tedu/2018-14
tedu/ShiCC12,A High Precision Fresco Scanner.,2012,tedu/2012-7
tedu/RiekkiCHSK13,Touching Nametags with NFC Phones: A Playful Approach to Learning to Read.,2013,tedu/2013-10
tedu/WangHW09,Research of Autonomous Active Control for Virtual Human Based on Emotion-Driven Model.,2009,tedu/2009-3
tedu/Ratzka13,User Interface Patterns for Multimodal Interaction.,2013,tplop/2013-3
tedu/SobkeCK13,"Learning, Reasoning and Modeling in Social Gaming.",2013,tedu/2013-10
tedu/ZhengG18,Image Zooming Model Based on Image Decomposition.,2018,tedu/2018-14
tedu/JungKJBL08,Timed Automata-Based Rehabilitation Training Game Design for the Affected Lower Extremity of Hemiparetic Patient.,2008,tedu/2008-1
tedu/JiZZ12,The Corroded Defect Rating System of Coating Material Based on Computer Vision.,2012,tedu/2012-8
tedu/LongZGXDYZ11,A New Region Growing Algorithm for Triangular Mesh Recovery from Scattered 3D Points.,2011,tedu/2011-6
tedu/Wang18,Attention Decrease Detection Based on Video Analysis in E-Learning.,2018,tedu/2018-14
tedu/HulusicR13,Story Guided Virtual Environments in Educational Applications.,2013,tedu/2013-9
tedu/PengMZW17,Research on Interactive Dynamic Simulation Method in Virtual Medical Surgical Visualization.,2017,tedu/2017-13
tedu/Brown-SimmonsKKY09,Earth and Planetary System Science Game Engine.,2009,tedu/2009-2
tedu/Chiang12,Old Dogs Can Learn New Tricks: Exploring Effective Strategies to Facilitate Somatosensory Video Games for Institutionalized Older Veterans.,2012,tedu/2012-8
tedu/TragazikisM09,Engaging Kids with the Concept of Sustainability Using a Commercial Video Game - A Case Study.,2009,tedu/2009-3
tedu/ShaoZMX11,Prediction and Visualization for Urban Heat Island Simulation.,2011,tedu/2011-6
tedu/ZhaoPH15,A New Mode of Protection and Inheritance Based on Xinjiang Traditional Folk Arts Pattern.,2015,tedu/2015-11
tedu/PanZ11,Sketch-Based Skeleton-Driven 2D Animation and Motion Capture.,2011,tedu/2011-6
tedu/AhnS09,Exploring Movie Recommendation System Using Cultural Metadata.,2009,tedu/2009-2
tedu/HuangYWXZ11,Simulation of Implosion and Transportation of Ore in Digital Mine.,2011,tedu/2011-6
tedu/ShiYY13,Enjoying of Traditional Chinese Shadow Play - A Cross-Culture Study.,2013,tedu/2013-9
tedu/WangW17a,Approach of Dynamic Load Balancing in Network Monitoring.,2017,tedu/2017-13
tedu/Yang15,Application of Mobile AR in E-learning: An Overview.,2015,tedu/2015-11
tedu/MaWD17,A Synthesis Plot of PCP and MDS for the Exploration of High Dimensional Time Series Data.,2017,tedu/2017-13
tedu/LiuAGH12,Physically Based Simulation of Solid Objects' Burning.,2012,tedu/2012-7
tedu/VosinakisKZ13,Course Lectures as Problem-Based Learning Interventions in Virtual Worlds.,2013,tedu/2013-9
tedu/PangQCH10,Fast Prototyping of Virtual Reality Based Surgical Simulators with PhysX-enabled GPU.,2010,tedu/2010-4
tedu/HoZWL09,Investigating the Effects of Educational Game with Wii Remote on Outcomes of Learning.,2009,tedu/2009-3
tedu/ErsotelosD11,A Highly Automated Method for Facial Expression Synthesis.,2011,tedu/2011-5
tedu/ChangWH08,Making the Real World as a Game World to Learners by Applying Game-Based Learning Scenes into Ubiquitous Learning Environment.,2008,tedu/2008-1
tedu/LiuJLDZ16,3D Plant Modeling Based on BP Neural Network.,2016,tedu/2016-12
tedu/Paiva08,From Pencil to Magic Wand: Tangibles as Gateways to Virtual Stories.,2008,tedu/2008-1
tedu/UeokaKH09,SoundTag: RFID Based Wearable Computer Play Tool for Children.,2009,tedu/2009-3
tedu/ZhaoCWZ16,Augmented Reality Game Development and Experience Based on Intelligent Mobile Phone.,2016,tedu/2016-12
tedu/BonneaudRCW12,Accounting for Patterns of Collective Behavior in Crowd Locomotor Dynamics for Realistic Simulations.,2012,tedu/2012-7
tedu/ZhuZP13,Real-Time Rendering Framework in the Virtual Home Design System.,2013,tedu/2013-9
tedu/ParkW12,Hybrid Document Matching Method for Page Identification of Digilog Books.,2012,tedu/2012-8
tedu/TangSYG11,Mixed 2D-3D Information for Face Recognition.,2011,tedu/2011-5
tedu/SuTWS16,The Recognition of Human Daily Actions with Wearable Motion Sensor System.,2016,tedu/2016-12
tedu/LeeW08,A Review of Using Virtual Reality for Learning.,2008,tedu/2008-1
tedu/ChenZJP09,A XML Tree Based Leveled Filtering Method and Its Application.,2009,tedu/2009-2
tedu/CheWG16,An Improved Edge Detection Method Using Adaptive Threshold.,2016,tedu/2016-12
tedu/BufeK10,Case Study of FISS: Digital Game Based Learning for a Broad Range of Ages.,2010,tedu/2010-4
tedu/LuZ11,Modeling and Optimizing of Joint Inventory in Supply Chain Management.,2011,tedu/2011-5
tedu/PrestonM09,Entertaining Education - Using Games-Based and Service-Oriented Learning to Improve STEM Education.,2009,tedu/2009-3
tedu/DongLB11,A Behavior Model Based On Information Transmission for Crowd Simulation.,2011,tedu/2011-6
tedu/ZhengL17,Real-Time Rendering of Rut Based on Material Point Method.,2017,tedu/2017-13
tedu/LiuF12,PCA and FLD in DWT Domain.,2012,tedu/2012-7
tedu/XieZWZ15,A Method of License Character Recognition Based on Fast Nearest Feature Line.,2015,tedu/2015-11
tedu/HuangH15,3D Reconstruction Based on Model Registration Using RANSAC-ICP Algorithm.,2015,tedu/2015-11
tedu/LiA11,Sketch Based 3D Character Deformation.,2011,tedu/2011-5
tedu/YamaguchiISKDTSTY09,Fostering Students' Participation in Face-to-Face Interactions and Deepening Their Understanding by Integrating Personal and Shared Spaces.,2009,tedu/2009-2
tedu/YanFY12,Line Feature Enhancement Using a New Shift-Invariant Non-aliasing Ridgelet Transform.,2012,tedu/2012-7
tedu/HanW10,A Framework for Virtual Hand Haptic Interaction.,2010,tedu/2010-4
tedu/ZhaoS18,Research on the Construction Mechanism of Collaborative Innovation Research Platform of Private Universities - Taking Jilin Animation Institute as an Example.,2018,tedu/2018-14
tedu/LvWGPS13,Music-Driven Emotion Model Applied in Digitalized Dance Performance of Sacrificial Ceremony for Confucius.,2013,tedu/2013-9
tedu/NieYJ17,A Vehicle Logo Recognition Approach Based on Foreground-Background Pixel-Pair Feature.,2017,tedu/2017-13
tedu/LvB17,Research on Shot Detection Algorithm of Self-adaptive Dual Thresholds Based on Multi-feature Fusion.,2017,tedu/2017-13
tedu/BlasP13,Digital Storytelling and Educational Benefits: Evidences from a Large-Scale Project.,2013,tedu/2013-10
tedu/XiongLH11,Mean Laplace-Beltrami Operator for Quadrilateral Meshes.,2011,tedu/2011-5
tedu/LinZXW11,Design and Implementation of an OpenGL Based 3D First Person Shooting Game.,2011,tedu/2011-5
tedu/GuP18,Salient Object Detection Based on the Fusion of Foreground Coarse Extraction and Background Prior.,2018,tedu/2018-14
tedu/LeePL11,Movement Classes from Human Motion Data.,2011,tedu/2011-6
tedu/CaoLCP17,CPI Learning in Clothing Thermal Computational Design.,2017,tedu/2017-13
tedu/LiXJS11,Architecture Design and Avatar Customization of On-Line Expo.,2011,tedu/2011-6
tedu/WangJZLJ17,A Robust Rectification Algorithm for the Vision Navigation System of the Planetary Rover.,2017,tedu/2017-13
tedu/MaoYJXW11,Evoking Panic in Crowd Simulation.,2011,tedu/2011-6
tedu/YangWWL17,Depth Map Enhancement with Interaction in 2D-to-3D Video Conversion.,2017,tedu/2017-13
tedu/WangH12,High Performance Hybrid Streaming Scheme and VCR Support.,2012,tedu/2012-8
tedu/LiangXLLZ11,A Multi-layer Model for Face Aging Simulation.,2011,tedu/2011-6
tedu/ZhangMLYZ11,Outline Font Generating from Images of Ancient Chinese Calligraphy.,2011,tedu/2011-5
tedu/PuXQHD15,An Improved Texture Synthesis Algorithm.,2015,tedu/2015-11
tedu/JamiesonS13,UpStage: An Online Tool for Real-Time Storytelling.,2013,tedu/2013-10
tedu/ZhangZ17,GPU-Based Post-Processing Color Grading Algorithms in Real-Time Rendering for Mobile Commerce Service User.,2017,tedu/2017-13
tedu/MathieuPP13,Virtual Customers in a Multiagent Training Application.,2013,tedu/2013-9
tedu/WangCLZ15,The Study of Mapping Mechanism Between Game Rules and Knowledge in Educational Games: A Case of Agricultural Game Design.,2015,tedu/2015-11
tedu/WangYXYM09,An XML-Based Interface Customization Model in Digital Museum.,2009,tedu/2009-3
tedu/ShaoLP09,Adopting Virtual Characters in Virtual Systems from the Perspective of Communication Studies.,2009,tedu/2009-2
tedu/ChangC12,Designing a Mixed Digital Signage and Multi-touch Interaction for Social Learning.,2012,tedu/2012-8
tedu/WangCLZ16,A Methodology of Integrating Knowledge into Applied Game and Validation of Education and Entertainment Effects.,2016,tedu/2016-12
